trial,Run,Number of Moves,Moves
31,1,158,"['left', 'down', 'up', 'right', 'right', 'left', 'up', 'left', 'left', 'left', 'right', 'left', 'up', 'down', 'up', 'up', 'down', 'right', 'up', 'up', 'down', 'left', 'down', 'up', 'down', 'left', 'left', 'left', 'up', 'down', 'right', 'up', 'right', 'up', 'right', 'left', 'down', 'right', 'down', 'left', 'down', 'down', 'right', 'up', 'left', 'right', 'left', 'right', 'down', 'right', 'right', 'right', 'up', 'up', 'left', 'down', 'up', 'up', 'down', 'left', 'right', 'up', 'left', 'down', 'down', 'up', 'up', 'down', 'up', 'right', 'up', 'right', 'down', 'up', 'up', 'left', 'right', 'down', 'up', 'left', 'up', 'down', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'down', 'up', 'left', 'left', 'up', 'left', 'right', 'up', 'left', 'up', 'right', 'right', 'left', 'right', 'up', 'right', 'right', 'down', 'up', 'left', 'up', 'down', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'left', 'left', 'down', 'right', 'down', 'up', 'down', 'right', 'up', 'up', 'right', 'right', 'left', 'up', 'right', 'up', 'left', 'left', 'up', 'right', 'left', 'up', 'up', 'right', 'left', 'right', 'down', 'down', 'up', 'right', 'up', 'right', 'right', 'right', 'down', 'down', 'up', 'right', 'up']"
31,2,159,"['up', 'up', 'left', 'right', 'right', 'right', 'right', 'up', 'down', 'right', 'right', 'right', 'up', 'left', 'down', 'right', 'right', 'down', 'up', 'up', 'down', 'left', 'left', 'right', 'up', 'down', 'down', 'up', 'up', 'up', 'left', 'down', 'down', 'down', 'up', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'up', 'right', 'up', 'up', 'down', 'up', 'left', 'right', 'up', 'down', 'right', 'down', 'right', 'up', 'right', 'right', 'up', 'left', 'right', 'down', 'down', 'right', 'right', 'right', 'left', 'right', 'down', 'up', 'up', 'down', 'right', 'up', 'up', 'right', 'up', 'up', 'right', 'right', 'up', 'right', 'left', 'up', 'up', 'right', 'right', 'right', 'left', 'down', 'up', 'right', 'down', 'right', 'right', 'left', 'up', 'right', 'up', 'up', 'down', 'left', 'left', 'left', 'down', 'left', 'left', 'right', 'right', 'up', 'down', 'down', 'right', 'left', 'right', 'right', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'right', 'up', 'right', 'left', 'left', 'up', 'right', 'right', 'up', 'down', 'up', 'down', 'up', 'right', 'down', 'down', 'down', 'right', 'left', 'right', 'down', 'left', 'right', 'right', 'left', 'down', 'left', 'down', 'right', 'left', 'up', 'up', 'left', 'right', 'up', 'up']"
31,3,92,"['up', 'left', 'right', 'left', 'up', 'left', 'right', 'right', 'down', 'left', 'up', 'right', 'left', 'right', 'up', 'left', 'down', 'right', 'up', 'up', 'down', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'up', 'up', 'left', 'right', 'up', 'up', 'down', 'right', 'left', 'down', 'up', 'left', 'up', 'right', 'down', 'up', 'down', 'down', 'left', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'up', 'left', 'right', 'down', 'left', 'up', 'down', 'left', 'right', 'left', 'down', 'right', 'right', 'down', 'down', 'left', 'up', 'down', 'right', 'right', 'left', 'up', 'right', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'right', 'left', 'down', 'left', 'right', 'left', 'down']"
31,4,186,"['right', 'down', 'down', 'right', 'up', 'down', 'left', 'up', 'right', 'right', 'down', 'down', 'up', 'up', 'down', 'right', 'up', 'left', 'right', 'right', 'left', 'up', 'left', 'up', 'right', 'right', 'down', 'left', 'right', 'right', 'up', 'left', 'right', 'down', 'down', 'left', 'right', 'left', 'down', 'right', 'down', 'right', 'left', 'left', 'right', 'up', 'down', 'right', 'down', 'down', 'right', 'down', 'left', 'up', 'up', 'down', 'left', 'left', 'up', 'up', 'right', 'up', 'left', 'right', 'left', 'down', 'up', 'up', 'left', 'right', 'up', 'up', 'right', 'right', 'down', 'left', 'left', 'down', 'up', 'up', 'right', 'right', 'right', 'down', 'down', 'left', 'right', 'right', 'left', 'right', 'up', 'down', 'right', 'right', 'right', 'up', 'down', 'up', 'down', 'up', 'left', 'left', 'right', 'down', 'left', 'up', 'up', 'right', 'up', 'down', 'right', 'left', 'right', 'down', 'right', 'right', 'left', 'left', 'down', 'up', 'right', 'down', 'right', 'right', 'left', 'right', 'down', 'left', 'left', 'down', 'right', 'down', 'right', 'up', 'left', 'left', 'down', 'up', 'right', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'up', 'left', 'up', 'up', 'right', 'up', 'right', 'up', 'right', 'down', 'up', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'left', 'right', 'up', 'down', 'down', 'down', 'down', 'up', 'right', 'up', 'right', 'down', 'right', 'left', 'right', 'down', 'right']"
32,0,91,"['right', 'down', 'left', 'left', 'up', 'down', 'right', 'up', 'down', 'down', 'right', 'left', 'left', 'down', 'down', 'left', 'down', 'right', 'left', 'up', 'down', 'right', 'up', 'left', 'up', 'down', 'up', 'right', 'left', 'right', 'up', 'down', 'right', 'left', 'left', 'right', 'down', 'right', 'down', 'left', 'up', 'down', 'down', 'left', 'down', 'down', 'left', 'right', 'up', 'down', 'down', 'left', 'left', 'right', 'up', 'left', 'right', 'left', 'left', 'right', 'right', 'right', 'left', 'up', 'down', 'left', 'left', 'up', 'right', 'right', 'down', 'up', 'down', 'right', 'up', 'down', 'right', 'left', 'right', 'down', 'left', 'up', 'right', 'down', 'right', 'right', 'left', 'up', 'right', 'right', 'up']"
32,1,157,"['up', 'right', 'right', 'right', 'down', 'right', 'left', 'up', 'up', 'down', 'left', 'right', 'left', 'up', 'up', 'down', 'down', 'left', 'up', 'left', 'down', 'right', 'down', 'up', 'down', 'left', 'left', 'right', 'up', 'up', 'right', 'down', 'left', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'up', 'down', 'right', 'right', 'right', 'up', 'left', 'left', 'down', 'left', 'left', 'down', 'left', 'down', 'right', 'left', 'right', 'up', 'down', 'right', 'left', 'right', 'down', 'left', 'right', 'left', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'up', 'left', 'right', 'up', 'right', 'up', 'right', 'left', 'right', 'right', 'left', 'up', 'up', 'right', 'down', 'right', 'left', 'down', 'down', 'up', 'right', 'up', 'left', 'left', 'down', 'down', 'down', 'left', 'down', 'up', 'up', 'right', 'left', 'right', 'down', 'up', 'left', 'down', 'up', 'down', 'left', 'right', 'right', 'left', 'right', 'down', 'left', 'up', 'down', 'left', 'right', 'right', 'right', 'up', 'right', 'left', 'down', 'right', 'left', 'left', 'right', 'down', 'down', 'up', 'down', 'left', 'right', 'left', 'down', 'left', 'right', 'up', 'up', 'down', 'down', 'right', 'up', 'up']"
32,2,94,"['down', 'up', 'right', 'up', 'down', 'up', 'right', 'down', 'right', 'down', 'down', 'left', 'left', 'down', 'up', 'left', 'left', 'down', 'down', 'right', 'left', 'right', 'right', 'left', 'down', 'up', 'down', 'up', 'down', 'up', 'right', 'right', 'left', 'up', 'down', 'up', 'right', 'left', 'up', 'up', 'right', 'up', 'up', 'up', 'left', 'up', 'down', 'up', 'down', 'up', 'down', 'down', 'down', 'down', 'left', 'down', 'right', 'up', 'up', 'right', 'right', 'right', 'up', 'left', 'up', 'up', 'right', 'up', 'down', 'right', 'up', 'up', 'right', 'right', 'right', 'left', 'up', 'right', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'up', 'left', 'left', 'up', 'up', 'right', 'up', 'up', 'left']"
32,3,123,"['down', 'right', 'down', 'up', 'right', 'down', 'up', 'right', 'down', 'down', 'down', 'right', 'left', 'right', 'right', 'left', 'down', 'up', 'up', 'right', 'right', 'up', 'down', 'left', 'up', 'left', 'left', 'right', 'up', 'right', 'left', 'left', 'down', 'left', 'down', 'down', 'left', 'right', 'left', 'down', 'up', 'up', 'up', 'left', 'left', 'right', 'right', 'down', 'left', 'up', 'down', 'up', 'right', 'up', 'right', 'left', 'right', 'right', 'right', 'right', 'right', 'left', 'left', 'left', 'up', 'up', 'down', 'up', 'down', 'left', 'up', 'left', 'right', 'down', 'down', 'left', 'down', 'up', 'down', 'left', 'up', 'left', 'down', 'up', 'up', 'up', 'right', 'down', 'left', 'left', 'up', 'right', 'right', 'right', 'down', 'right', 'right', 'right', 'up', 'left', 'down', 'up', 'up', 'up', 'right', 'left', 'up', 'left', 'up', 'up', 'right', 'down', 'down', 'up', 'left', 'down', 'left', 'up', 'down', 'right', 'right', 'right', 'down']"
32,4,140,"['down', 'left', 'down', 'down', 'up', 'right', 'up', 'up', 'up', 'down', 'left', 'right', 'down', 'down', 'up', 'up', 'up', 'left', 'right', 'left', 'right', 'up', 'up', 'up', 'down', 'left', 'up', 'right', 'left', 'right', 'left', 'up', 'down', 'down', 'down', 'right', 'right', 'left', 'up', 'left', 'right', 'up', 'right', 'down', 'right', 'left', 'down', 'down', 'left', 'up', 'up', 'up', 'down', 'up', 'up', 'down', 'down', 'up', 'right', 'right', 'up', 'right', 'right', 'down', 'down', 'up', 'right', 'right', 'up', 'up', 'left', 'up', 'down', 'left', 'up', 'down', 'right', 'left', 'right', 'down', 'down', 'right', 'down', 'down', 'down', 'down', 'up', 'down', 'right', 'left', 'down', 'up', 'down', 'down', 'up', 'left', 'up', 'right', 'right', 'left', 'down', 'down', 'left', 'up', 'up', 'left', 'right', 'down', 'right', 'down', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'right', 'left', 'right', 'right', 'left', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'right', 'up', 'left', 'down', 'up', 'up', 'up', 'right', 'down']"
33,0,123,"['right', 'right', 'right', 'right', 'left', 'left', 'up', 'up', 'up', 'down', 'down', 'up', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'left', 'down', 'left', 'down', 'down', 'right', 'left', 'up', 'right', 'right', 'down', 'down', 'left', 'up', 'up', 'right', 'up', 'left', 'left', 'down', 'up', 'right', 'up', 'up', 'down', 'up', 'down', 'right', 'down', 'right', 'left', 'down', 'left', 'up', 'left', 'up', 'down', 'up', 'up', 'right', 'up', 'down', 'left', 'up', 'down', 'up', 'left', 'up', 'left', 'right', 'right', 'down', 'up', 'up', 'down', 'down', 'right', 'up', 'left', 'right', 'up', 'right', 'down', 'down', 'right', 'up', 'right', 'up', 'right', 'up', 'down', 'left', 'right', 'right', 'right', 'down', 'up', 'down', 'right', 'up', 'down', 'down', 'left', 'up', 'down', 'left', 'left', 'up', 'down', 'right', 'down', 'up', 'right', 'left', 'up', 'right', 'up', 'up', 'left', 'right', 'left', 'up', 'right', 'left']"
33,1,173,"['up', 'up', 'left', 'down', 'right', 'left', 'left', 'right', 'down', 'left', 'right', 'left', 'up', 'right', 'right', 'down', 'right', 'down', 'left', 'up', 'right', 'right', 'left', 'left', 'right', 'up', 'right', 'right', 'up', 'down', 'right', 'right', 'left', 'down', 'right', 'left', 'left', 'down', 'down', 'up', 'down', 'right', 'up', 'up', 'down', 'down', 'left', 'left', 'right', 'left', 'left', 'left', 'down', 'right', 'right', 'right', 'left', 'right', 'right', 'up', 'up', 'left', 'down', 'up', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'left', 'up', 'up', 'left', 'left', 'right', 'left', 'down', 'right', 'down', 'right', 'down', 'right', 'up', 'down', 'right', 'left', 'right', 'down', 'down', 'left', 'left', 'down', 'up', 'up', 'right', 'right', 'right', 'down', 'left', 'right', 'down', 'down', 'down', 'right', 'right', 'down', 'down', 'down', 'down', 'up', 'up', 'up', 'left', 'down', 'left', 'right', 'right', 'down', 'right', 'right', 'up', 'left', 'left', 'left', 'down', 'up', 'left', 'right', 'right', 'down', 'left', 'up', 'down', 'left', 'down', 'left', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'right', 'down', 'up', 'up', 'left', 'up', 'up', 'down', 'left', 'down', 'up', 'down', 'right', 'right', 'right', 'right', 'down', 'up', 'right', 'up', 'up', 'left', 'right', 'up', 'down', 'up', 'up']"
33,2,119,"['down', 'right', 'up', 'left', 'up', 'down', 'left', 'left', 'right', 'right', 'down', 'up', 'up', 'up', 'right', 'left', 'down', 'down', 'left', 'up', 'down', 'up', 'up', 'down', 'right', 'down', 'up', 'right', 'right', 'right', 'left', 'up', 'right', 'up', 'left', 'right', 'down', 'left', 'up', 'right', 'up', 'down', 'up', 'up', 'up', 'right', 'up', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'up', 'up', 'down', 'left', 'right', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'left', 'right', 'left', 'up', 'left', 'right', 'left', 'down', 'down', 'down', 'up', 'left', 'up', 'left', 'left', 'left', 'right', 'right', 'up', 'left', 'right', 'down', 'left', 'down', 'right', 'up', 'down', 'right', 'left', 'left', 'up', 'down', 'left', 'down', 'up', 'right', 'left', 'right', 'left', 'down', 'down', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'up']"
33,3,237,"['left', 'up', 'left', 'down', 'right', 'left', 'left', 'left', 'left', 'left', 'up', 'down', 'up', 'right', 'left', 'up', 'right', 'up', 'up', 'right', 'left', 'right', 'down', 'up', 'down', 'right', 'left', 'right', 'up', 'up', 'down', 'right', 'right', 'up', 'left', 'right', 'up', 'up', 'up', 'up', 'left', 'down', 'down', 'up', 'left', 'up', 'left', 'up', 'up', 'right', 'down', 'left', 'left', 'left', 'right', 'down', 'right', 'up', 'right', 'up', 'right', 'down', 'up', 'down', 'right', 'left', 'down', 'right', 'left', 'right', 'right', 'right', 'up', 'right', 'up', 'down', 'right', 'left', 'down', 'right', 'left', 'down', 'up', 'left', 'up', 'left', 'up', 'right', 'left', 'right', 'left', 'up', 'up', 'down', 'right', 'up', 'left', 'up', 'right', 'left', 'right', 'up', 'right', 'left', 'right', 'down', 'right', 'up', 'right', 'down', 'right', 'up', 'down', 'right', 'up', 'down', 'left', 'left', 'up', 'left', 'right', 'left', 'right', 'right', 'down', 'up', 'right', 'up', 'left', 'right', 'left', 'down', 'left', 'right', 'down', 'up', 'left', 'right', 'up', 'up', 'left', 'up', 'down', 'right', 'up', 'right', 'up', 'right', 'left', 'up', 'up', 'left', 'right', 'right', 'left', 'left', 'up', 'right', 'right', 'up', 'up', 'down', 'right', 'up', 'left', 'right', 'right', 'left', 'down', 'right', 'down', 'down', 'right', 'right', 'down', 'down', 'left', 'right', 'up', 'up', 'left', 'right', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'left', 'down', 'up', 'left', 'right', 'up', 'down', 'up', 'down', 'left', 'up', 'up', 'left', 'right', 'left', 'down', 'left', 'down', 'left', 'down', 'up', 'right', 'down', 'up', 'down', 'up', 'right', 'left', 'right', 'left', 'up', 'right', 'left', 'up', 'left', 'right', 'left', 'up', 'right', 'right', 'left', 'down', 'up', 'down', 'right', 'right', 'down', 'up']"
33,4,94,"['up', 'left', 'right', 'up', 'up', 'up', 'down', 'down', 'right', 'right', 'left', 'down', 'down', 'up', 'down', 'left', 'up', 'right', 'left', 'left', 'right', 'down', 'right', 'right', 'up', 'up', 'right', 'left', 'up', 'down', 'up', 'right', 'right', 'up', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'left', 'down', 'left', 'right', 'down', 'right', 'up', 'right', 'up', 'right', 'left', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'down', 'left', 'left', 'right', 'down', 'left', 'down', 'right', 'right', 'left', 'left', 'left', 'down', 'up', 'up', 'down', 'left', 'down', 'right', 'left', 'right', 'left', 'right', 'left', 'up', 'right', 'up']"
34,0,85,"['down', 'up', 'down', 'down', 'right', 'up', 'left', 'right', 'left', 'down', 'right', 'left', 'down', 'right', 'up', 'up', 'down', 'right', 'left', 'right', 'left', 'right', 'down', 'right', 'down', 'right', 'right', 'down', 'up', 'right', 'left', 'right', 'left', 'left', 'left', 'right', 'down', 'right', 'up', 'right', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'right', 'down', 'up', 'right', 'down', 'up', 'down', 'up', 'left', 'right', 'down', 'left', 'right', 'right', 'up', 'down', 'down', 'left', 'left', 'up', 'down', 'right', 'right', 'down', 'left', 'right', 'up', 'up', 'right', 'right', 'up', 'left', 'down', 'down', 'down', 'right']"
34,1,177,"['right', 'down', 'left', 'left', 'up', 'up', 'left', 'down', 'left', 'up', 'up', 'left', 'down', 'up', 'left', 'right', 'left', 'up', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'down', 'up', 'left', 'right', 'right', 'right', 'left', 'down', 'left', 'down', 'up', 'up', 'left', 'left', 'down', 'right', 'left', 'right', 'right', 'right', 'left', 'down', 'up', 'up', 'right', 'left', 'down', 'left', 'up', 'right', 'left', 'down', 'up', 'right', 'down', 'right', 'left', 'up', 'down', 'left', 'right', 'down', 'up', 'down', 'right', 'up', 'right', 'left', 'right', 'right', 'up', 'up', 'right', 'right', 'right', 'down', 'right', 'down', 'right', 'down', 'up', 'right', 'up', 'up', 'up', 'right', 'down', 'right', 'down', 'up', 'left', 'up', 'right', 'right', 'right', 'left', 'right', 'up', 'right', 'up', 'up', 'up', 'down', 'left', 'down', 'right', 'down', 'right', 'right', 'up', 'left', 'down', 'left', 'up', 'down', 'right', 'left', 'right', 'down', 'right', 'right', 'down', 'left', 'left', 'down', 'up', 'down', 'down', 'left', 'right', 'left', 'right', 'right', 'up', 'left', 'left', 'down', 'up', 'right', 'left', 'up', 'up', 'right', 'down', 'right', 'left', 'down', 'right', 'down', 'right', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'down', 'left', 'down', 'down', 'up', 'down', 'right', 'right', 'up', 'down', 'up', 'up', 'down', 'right', 'up']"
34,2,146,"['down', 'right', 'right', 'right', 'up', 'up', 'right', 'left', 'left', 'up', 'up', 'down', 'down', 'right', 'right', 'down', 'right', 'down', 'right', 'up', 'right', 'left', 'right', 'down', 'left', 'down', 'right', 'right', 'left', 'down', 'down', 'left', 'down', 'right', 'right', 'up', 'down', 'left', 'right', 'down', 'left', 'down', 'right', 'left', 'left', 'up', 'down', 'left', 'right', 'up', 'left', 'right', 'down', 'left', 'down', 'right', 'right', 'right', 'left', 'up', 'up', 'down', 'left', 'up', 'left', 'right', 'left', 'down', 'up', 'left', 'right', 'up', 'down', 'left', 'up', 'up', 'down', 'right', 'right', 'left', 'right', 'right', 'up', 'right', 'left', 'right', 'left', 'down', 'up', 'up', 'down', 'up', 'down', 'left', 'right', 'left', 'left', 'left', 'right', 'down', 'down', 'down', 'left', 'right', 'down', 'right', 'down', 'left', 'down', 'right', 'left', 'left', 'left', 'up', 'up', 'up', 'down', 'left', 'down', 'right', 'left', 'up', 'down', 'right', 'down', 'right', 'right', 'up', 'down', 'left', 'up', 'up', 'left', 'up', 'right', 'up', 'up', 'down', 'down', 'left', 'down', 'down', 'down', 'left', 'down', 'up']"
34,3,69,"['up', 'right', 'left', 'down', 'down', 'up', 'right', 'left', 'up', 'right', 'up', 'right', 'left', 'down', 'up', 'left', 'down', 'up', 'left', 'left', 'left', 'right', 'down', 'up', 'left', 'up', 'down', 'up', 'right', 'up', 'right', 'down', 'up', 'right', 'down', 'up', 'down', 'down', 'left', 'down', 'left', 'left', 'left', 'right', 'down', 'down', 'down', 'right', 'up', 'up', 'down', 'up', 'down', 'up', 'right', 'right', 'right', 'left', 'right', 'up', 'right', 'up', 'down', 'up', 'down', 'up', 'down', 'down', 'right']"
34,4,78,"['left', 'up', 'up', 'left', 'right', 'down', 'left', 'down', 'right', 'left', 'up', 'left', 'right', 'down', 'down', 'up', 'up', 'down', 'up', 'right', 'right', 'up', 'down', 'right', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'down', 'up', 'right', 'down', 'down', 'right', 'down', 'down', 'right', 'right', 'down', 'down', 'down', 'up', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'down', 'down', 'down', 'right', 'up', 'up', 'down', 'down', 'right', 'left', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'up', 'right', 'left', 'down', 'down', 'left', 'right', 'right']"
35,0,73,"['down', 'left', 'up', 'left', 'down', 'up', 'down', 'left', 'left', 'down', 'up', 'left', 'right', 'up', 'right', 'down', 'right', 'left', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'up', 'down', 'left', 'left', 'left', 'down', 'right', 'left', 'right', 'up', 'left', 'up', 'up', 'up', 'down', 'right', 'left', 'down', 'right', 'right', 'up', 'up', 'up', 'left', 'down', 'left', 'left', 'left', 'left', 'right', 'up', 'right', 'down', 'up', 'up', 'up', 'left', 'left', 'right', 'right', 'left', 'down', 'right', 'right', 'right', 'up']"
35,1,138,"['right', 'left', 'down', 'left', 'up', 'left', 'right', 'down', 'right', 'right', 'up', 'down', 'left', 'left', 'right', 'down', 'down', 'left', 'up', 'left', 'right', 'down', 'right', 'left', 'down', 'up', 'right', 'up', 'down', 'up', 'left', 'left', 'up', 'up', 'down', 'left', 'up', 'right', 'left', 'right', 'right', 'right', 'left', 'up', 'right', 'right', 'down', 'right', 'up', 'down', 'down', 'left', 'right', 'right', 'left', 'down', 'down', 'up', 'right', 'right', 'left', 'down', 'right', 'left', 'up', 'down', 'up', 'right', 'right', 'left', 'right', 'down', 'up', 'right', 'right', 'right', 'up', 'right', 'right', 'left', 'right', 'up', 'down', 'right', 'down', 'up', 'up', 'down', 'down', 'up', 'up', 'up', 'left', 'down', 'right', 'right', 'right', 'up', 'left', 'up', 'up', 'down', 'right', 'right', 'right', 'left', 'down', 'left', 'right', 'right', 'left', 'right', 'up', 'left', 'down', 'up', 'right', 'down', 'down', 'down', 'left', 'up', 'right', 'left', 'right', 'left', 'up', 'down', 'up', 'up', 'up', 'down', 'down', 'down', 'down', 'left', 'right', 'up']"
35,2,145,"['up', 'right', 'left', 'left', 'down', 'down', 'down', 'left', 'up', 'right', 'down', 'right', 'left', 'down', 'up', 'down', 'right', 'left', 'down', 'up', 'up', 'down', 'down', 'up', 'up', 'left', 'up', 'left', 'down', 'down', 'right', 'down', 'right', 'right', 'up', 'up', 'right', 'left', 'down', 'left', 'right', 'down', 'down', 'right', 'right', 'up', 'right', 'right', 'down', 'up', 'right', 'down', 'right', 'right', 'right', 'left', 'up', 'up', 'left', 'left', 'up', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'down', 'down', 'up', 'down', 'right', 'up', 'down', 'left', 'up', 'up', 'up', 'down', 'left', 'right', 'left', 'up', 'down', 'right', 'right', 'down', 'left', 'right', 'right', 'right', 'left', 'up', 'right', 'down', 'up', 'up', 'down', 'right', 'right', 'left', 'left', 'up', 'left', 'right', 'right', 'right', 'right', 'right', 'left', 'left', 'up', 'down', 'up', 'down', 'left', 'right', 'left', 'up', 'left', 'right', 'left', 'left', 'right', 'up', 'right', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'up', 'up', 'down', 'up', 'left', 'down', 'left', 'up', 'right', 'left', 'left']"
35,3,195,"['up', 'up', 'left', 'left', 'left', 'right', 'down', 'right', 'right', 'up', 'up', 'left', 'up', 'down', 'left', 'right', 'right', 'down', 'up', 'down', 'up', 'right', 'up', 'right', 'right', 'down', 'right', 'left', 'right', 'right', 'right', 'down', 'up', 'up', 'right', 'down', 'right', 'up', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'down', 'up', 'down', 'up', 'right', 'right', 'down', 'right', 'up', 'right', 'left', 'down', 'up', 'left', 'right', 'up', 'right', 'left', 'left', 'left', 'left', 'right', 'left', 'up', 'down', 'left', 'right', 'right', 'up', 'right', 'up', 'right', 'right', 'left', 'down', 'right', 'left', 'left', 'down', 'right', 'down', 'up', 'left', 'right', 'down', 'up', 'right', 'left', 'right', 'up', 'right', 'up', 'left', 'up', 'up', 'left', 'up', 'down', 'up', 'down', 'down', 'right', 'down', 'right', 'right', 'left', 'down', 'right', 'down', 'left', 'right', 'up', 'right', 'right', 'left', 'right', 'left', 'down', 'up', 'down', 'up', 'left', 'down', 'up', 'right', 'left', 'right', 'down', 'left', 'up', 'right', 'down', 'up', 'down', 'right', 'up', 'right', 'right', 'left', 'down', 'left', 'down', 'right', 'left', 'down', 'right', 'up', 'down', 'up', 'left', 'up', 'up', 'left', 'up', 'down', 'up', 'right', 'down', 'up', 'left', 'up', 'up', 'up', 'right', 'left', 'down', 'right', 'down', 'left', 'right', 'right', 'left', 'up', 'down', 'down', 'right', 'left', 'up', 'left', 'up', 'down', 'right', 'up', 'left', 'down', 'left', 'left', 'up', 'down']"
35,4,146,"['up', 'down', 'right', 'right', 'down', 'down', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'down', 'left', 'up', 'down', 'up', 'down', 'right', 'up', 'down', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'left', 'right', 'down', 'right', 'down', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'up', 'left', 'right', 'right', 'down', 'up', 'left', 'up', 'up', 'right', 'left', 'down', 'up', 'left', 'right', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'right', 'down', 'down', 'left', 'right', 'down', 'up', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'down', 'down', 'right', 'up', 'left', 'up', 'down', 'up', 'right', 'down', 'left', 'up', 'left', 'left', 'right', 'up', 'left', 'down', 'down', 'right', 'up', 'down', 'right', 'down', 'right', 'down', 'up', 'up', 'down', 'up', 'right', 'right', 'down', 'left', 'right', 'left', 'right', 'right', 'right', 'down', 'down', 'up', 'right', 'down', 'down', 'left', 'right', 'right', 'left', 'left', 'left', 'up', 'up', 'left', 'right', 'left', 'left', 'down', 'up', 'up', 'up', 'down', 'right', 'down']"
36,0,151,"['right', 'up', 'down', 'left', 'right', 'down', 'down', 'up', 'right', 'up', 'down', 'left', 'left', 'right', 'right', 'right', 'up', 'down', 'right', 'left', 'up', 'left', 'left', 'left', 'down', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'down', 'left', 'down', 'down', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'right', 'right', 'right', 'right', 'left', 'right', 'up', 'down', 'up', 'down', 'down', 'right', 'left', 'left', 'down', 'left', 'right', 'left', 'left', 'right', 'down', 'right', 'up', 'up', 'up', 'left', 'up', 'left', 'down', 'right', 'down', 'down', 'right', 'left', 'right', 'down', 'left', 'up', 'right', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'right', 'left', 'down', 'left', 'right', 'right', 'left', 'right', 'up', 'right', 'left', 'right', 'right', 'up', 'left', 'up', 'left', 'right', 'down', 'right', 'right', 'up', 'left', 'right', 'down', 'up', 'right', 'right', 'up', 'left', 'right', 'left', 'up', 'up', 'down', 'up', 'up', 'up', 'right', 'left', 'up', 'right', 'up', 'up', 'left', 'up', 'up', 'left', 'right', 'left', 'down', 'left', 'right', 'right', 'up', 'right', 'up', 'right', 'right']"
